begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT.1,APPOSITION,NOMINAL,PRONOUN,pbegin,pbegin_ind,pbegin_pos,pend,pend_ind,pend_pos,parsed_mention,mention
6223,6244,,,-1,-1,"le in, and
          take off.",ONE GERMAN MASTER SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,4452.0,72.0,0.0,4472.0,72.0,20.0,ONE GERMAN MASTER SGT,ONE GERMAN MASTER SGT
6246,6310,,,-1,-1,"le in, and
          take off.","ONE FEMALE GERMAN SGT (a powerfully built
          stocky type)",          EXT - LA LOUISIANE (,12,FEMALE SGT #2/BEETHOVEN,False,False,True,False,False,True,False,,,,,,,,"ONE FEMALE GERMAN SGT (a powerfully built
          stocky type)"
6469,6538,,,-1,-1,"le in, and
          take off.","the fraulein of
          the hour, UFA diva, BRIDGET VON HAMMERSMARK",          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,4636.0,72.0,184.0,4694.0,72.0,242.0,"the fraulein of the hour, UFA diva, BRIDGET VON HAMMERSMARK","the fraulein of
          the hour, UFA diva, BRIDGET VON HAMMERSMARK"
6983,7008,,,-1,-1,"le in, and
          take off.",MASTER SGT #1(POLA NEGRI),          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,,,,,,,,MASTER SGT #1(POLA NEGRI)
7021,7045,,,-1,-1,"le in, and
          take off.",FEMALE SGT #2(BEETHOVEN),          EXT - LA LOUISIANE (,12,FEMALE SGT #2/BEETHOVEN,False,False,True,False,False,False,False,5125.0,74.0,0.0,5148.0,74.0,23.0,FEMALE SGT #2(BEETHOVEN),FEMALE SGT #2(BEETHOVEN)
7047,7075,,,-1,-1,"le in, and
          take off.",GERMAN PRIVATE #3(MATA HARI),          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,5151.0,74.0,26.0,5178.0,74.0,53.0,GERMAN PRIVATE #3(MATA HARI),GERMAN PRIVATE #3(MATA HARI)
7088,7121,,,-1,-1,"le in, and
          take off.",GERMAN PRIVATE #4 (EDGAR WALLACE),          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,5181.0,74.0,56.0,5213.0,74.0,88.0,GERMAN PRIVATE #4 (EDGAR WALLACE),GERMAN PRIVATE #4 (EDGAR WALLACE)
7123,7162,,,-1,-1,"le in, and
          take off.","GERMAN PRIVATE #5
           (WINNETOU)",          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5216.0,74.0,91.0,5243.0,74.0,118.0,GERMAN PRIVATE #5 (WINNETOU),"GERMAN PRIVATE #5
           (WINNETOU)"
7168,7191,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,5250.0,74.0,125.0,5272.0,74.0,147.0,Bridget Von Hammersmark,Bridget Von Hammersmark
7203,7206,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,5285.0,74.0,160.0,5287.0,74.0,162.0,her,her
7237,7240,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,5309.0,74.0,184.0,5311.0,74.0,186.0,her,her
7282,7301,,,-1,-1,"le in, and
          take off.",German#5 (WINNETOU),          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5344.0,74.0,219.0,5362.0,74.0,237.0,German#5 (WINNETOU),German#5 (WINNETOU)
7590,7598,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5599.0,75.0,0.0,5606.0,75.0,7.0,WINNETOU,WINNETOU
7616,7617,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5614.0,76.0,7.0,5614.0,76.0,7.0,I,I
7635,7636,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5633.0,76.0,26.0,5633.0,76.0,26.0,I,I
7705,7725,,,-1,-1,"le in, and
          take off.",FEMALE SGT/BEETHOVEN,          EXT - LA LOUISIANE (,12,FEMALE SGT #2/BEETHOVEN,False,False,True,False,False,False,False,5681.0,77.0,0.0,5700.0,77.0,19.0,FEMALE SGT/BEETHOVEN,FEMALE SGT/BEETHOVEN
7740,7743,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5705.0,78.0,4.0,5707.0,78.0,6.0,you,you
7760,7773,,,-1,-1,"le in, and
          take off.",EDGAR WALLACE,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,5713.0,79.0,0.0,5725.0,79.0,12.0,EDGAR WALLACE,EDGAR WALLACE
7813,7827,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,5743.0,81.0,0.0,5756.0,81.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
7846,7849,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,5765.0,82.0,8.0,5767.0,82.0,10.0,you,you
7888,7890,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5797.0,82.0,40.0,5798.0,82.0,41.0,he,he
7968,7981,,,-1,-1,"le in, and
          take off.",EDGAR WALLACE,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,5803.0,83.0,0.0,5815.0,83.0,12.0,EDGAR WALLACE,EDGAR WALLACE
8000,8002,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5824.0,84.0,8.0,5825.0,84.0,9.0,he,he
8037,8039,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5851.0,84.0,35.0,5852.0,84.0,36.0,he,he
8088,8090,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5892.0,84.0,76.0,5893.0,84.0,77.0,He,He
8107,8109,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5911.0,84.0,95.0,5912.0,84.0,96.0,He,He
8150,8152,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5944.0,84.0,128.0,5945.0,84.0,129.0,he,he
8199,8201,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,5983.0,84.0,167.0,5984.0,84.0,168.0,he,he
8251,8259,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6013.0,85.0,0.0,6020.0,85.0,7.0,WINNETOU,WINNETOU
8276,8277,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6027.0,86.0,6.0,6027.0,86.0,6.0,I,I
8338,8339,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6079.0,86.0,58.0,6079.0,86.0,58.0,I,I
8399,8413,,,-1,-1,"le in, and
          take off.",BRIDGET/GENGUS,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6118.0,87.0,0.0,6131.0,87.0,13.0,BRIDGET/GENGUS,BRIDGET/GENGUS
8719,8727,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6355.0,89.0,0.0,6362.0,89.0,7.0,WINNETOU,WINNETOU
8743,8744,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6368.0,90.0,5.0,6368.0,90.0,5.0,I,I
8771,8772,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6396.0,90.0,33.0,6396.0,90.0,33.0,I,I
8834,8836,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6439.0,90.0,76.0,6440.0,90.0,77.0,He,He
8922,8930,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6483.0,92.0,0.0,6490.0,92.0,7.0,WINNETOU,WINNETOU
8944,8946,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6494.0,93.0,3.0,6495.0,93.0,4.0,my,my
9024,9032,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6540.0,96.0,0.0,6547.0,96.0,7.0,WINNETOU,WINNETOU
9062,9064,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,6567.0,97.0,19.0,6568.0,97.0,20.0,me,me
9130,9132,,,-1,-1,"le in, and
          take off.",WE,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,6603.0,99.0,24.0,6604.0,99.0,25.0,WE,WE
9138,9141,,,-1,-1,"le in, and
          take off.",our,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,6611.0,99.0,32.0,6613.0,99.0,34.0,our,our
9187,9192,,,-1,-1,"le in, and
          take off.",Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,6650.0,99.0,71.0,6654.0,99.0,75.0,Hicox,Hicox
9194,9199,,,-1,-1,"le in, and
          take off.",Wicki,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,6657.0,99.0,78.0,6661.0,99.0,82.0,Wicki,Wicki
9205,9213,,,-1,-1,"le in, and
          take off.",Stiglitz,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,6668.0,99.0,89.0,6675.0,99.0,96.0,Stiglitz,Stiglitz
9335,9352,,,-1,-1,"le in, and
          take off.",us (the audience),          EXT - LA LOUISIANE (,15,READER,False,False,False,False,True,True,False,,,,,,,,us (the audience)
9415,9439,,,-1,-1,"le in, and
          take off.",Fraulein Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6833.0,99.0,254.0,6856.0,99.0,277.0,Fraulein Von Hammersmark,Fraulein Von Hammersmark
9490,9493,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6898.0,99.0,319.0,6900.0,99.0,321.0,she,she
9582,9589,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6930.0,102.0,0.0,6936.0,102.0,6.0,BRIDGET,BRIDGET
9607,9609,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6944.0,103.0,7.0,6945.0,103.0,8.0,my,my
9620,9621,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6957.0,103.0,20.0,6957.0,103.0,20.0,I,I
9658,9659,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,6985.0,103.0,48.0,6985.0,103.0,48.0,I,I
9697,9699,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7014.0,103.0,77.0,7015.0,103.0,78.0,my,my
9734,9742,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,7039.0,104.0,0.0,7046.0,104.0,7.0,LT.HICOX,LT.HICOX
9763,9783,,,-1,-1,"le in, and
          take off.",Frau Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7057.0,105.0,10.0,7076.0,105.0,29.0,Frau Von Hammersmark,Frau Von Hammersmark
9800,9804,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7084.0,105.0,37.0,7087.0,105.0,40.0,your,your
9817,9825,,,-1,-1,"le in, and
          take off.",yourself,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7101.0,105.0,54.0,7108.0,105.0,61.0,yourself,yourself
9838,9845,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,,,,,,,,BRIDGET
9860,9868,,,-1,-1,"le in, and
          take off.",Winnetou,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,,,,,,,,Winnetou
9891,9894,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,True,False,False,False,7128.0,107.0,11.0,7130.0,107.0,13.0,you,you
9907,9915,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,7143.0,109.0,0.0,7150.0,109.0,7.0,WINNETOU,WINNETOU
9931,9961,,,-1,-1,"le in, and
          take off.","WINNETOU, CHIEF of the APACHES",          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,True,False,False,7156.0,110.0,5.0,7185.0,110.0,34.0,"WINNETOU, CHIEF of the APACHES","WINNETOU, CHIEF of the APACHES"
10003,10019,,,-1,-1,"le in, and
          take off.",the Apache Chief,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,True,False,7218.0,110.0,67.0,7233.0,110.0,82.0,the Apache Chief,the Apache Chief
10024,10026,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,7239.0,110.0,88.0,7240.0,110.0,89.0,he,he
10056,10059,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,7261.0,110.0,110.0,7263.0,110.0,112.0,his,his
10172,10195,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7330.0,110.0,179.0,7352.0,110.0,201.0,Bridget Von Hammersmark,Bridget Von Hammersmark
10208,10211,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7366.0,110.0,215.0,7368.0,110.0,217.0,her,her
10234,10243,,,-1,-1,"le in, and
          take off.",MATA HARI,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7396.0,112.0,0.0,7404.0,112.0,8.0,MATA HARI,MATA HARI
10254,10274,,,-1,-1,"le in, and
          take off.",Frau Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7405.0,113.0,0.0,7424.0,113.0,19.0,Frau Von Hammersmark,Frau Von Hammersmark
10281,10285,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7432.0,113.0,27.0,7435.0,113.0,30.0,your,your
10317,10320,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7458.0,113.0,53.0,7460.0,113.0,55.0,you,you
10339,10342,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7470.0,113.0,65.0,7472.0,113.0,67.0,you,you
10403,10410,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7512.0,114.0,0.0,7518.0,114.0,6.0,BRIDGET,BRIDGET
10433,10434,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7531.0,115.0,12.0,7531.0,115.0,12.0,I,I
10485,10494,,,-1,-1,"le in, and
          take off.",MATA HARI,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7561.0,116.0,0.0,7569.0,116.0,8.0,MATA HARI,MATA HARI
10535,10538,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7600.0,117.0,30.0,7602.0,117.0,32.0,you,you
10569,10572,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7624.0,117.0,54.0,7626.0,117.0,56.0,you,you
10633,10640,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7666.0,118.0,0.0,7672.0,118.0,6.0,BRIDGET,BRIDGET
10728,10742,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,7728.0,120.0,0.0,7741.0,120.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
10814,10821,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,7783.0,121.0,41.0,7789.0,121.0,47.0,Bridget,Bridget
10840,10854,,,-1,-1,"le in, and
          take off.",the Master Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,7809.0,121.0,67.0,7822.0,121.0,80.0,the Master Sgt,the Master Sgt
11023,11032,,,-1,-1,"le in, and
          take off.",MATA HARI,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7901.0,123.0,0.0,7909.0,123.0,8.0,MATA HARI,MATA HARI
11043,11045,,,-1,-1,"le in, and
          take off.",My,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7910.0,124.0,0.0,7911.0,124.0,1.0,My,My
11052,11053,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7919.0,124.0,9.0,7919.0,124.0,9.0,I,I
11077,11086,,,-1,-1,"le in, and
          take off.",Mata Hari,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,7934.0,124.0,24.0,7942.0,124.0,32.0,Mata Hari,Mata Hari
11106,11115,,,-1,-1,"le in, and
          take off.",Beethoven,          EXT - LA LOUISIANE (,12,FEMALE SGT #2/BEETHOVEN,False,False,True,False,False,False,False,7963.0,124.0,53.0,7971.0,124.0,61.0,Beethoven,Beethoven
11162,11175,,,-1,-1,"le in, and
          take off.",EDGER WALLACE,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,7997.0,125.0,0.0,8009.0,125.0,12.0,EDGER WALLACE,EDGER WALLACE
11186,11187,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,8011.0,125.0,14.0,8011.0,125.0,14.0,I,I
11211,11213,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,8025.0,126.0,0.0,8026.0,126.0,1.0,He,He
11293,11298,,,-1,-1,"le in, and
          take off.",HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,8085.0,127.0,0.0,8089.0,127.0,4.0,HICOX,HICOX
11301,11306,,,-1,-1,"le in, and
          take off.",WICKI,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,8093.0,127.0,8.0,8097.0,127.0,12.0,WICKI,WICKI
11309,11317,,,-1,-1,"le in, and
          take off.",STIGLITZ,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,8101.0,127.0,16.0,8108.0,127.0,23.0,STIGLITZ,STIGLITZ
11443,11466,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,8192.0,129.0,1.0,8214.0,129.0,23.0,Bridget Von Hammersmark,Bridget Von Hammersmark
11486,11493,,,-1,-1,"le in, and
          take off.",herself,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,8235.0,129.0,44.0,8241.0,129.0,50.0,herself,herself
11520,11523,,,-1,-1,"le in, and
          take off.",She,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,8259.0,129.0,68.0,8261.0,129.0,70.0,She,She
11550,11553,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,8289.0,129.0,98.0,8291.0,129.0,100.0,her,her
